# piglit failures
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_r16,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_r16_snorm,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_r16f,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_r16i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_r16ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_r32f,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_r32i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_r32ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_r8,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_r8_snorm,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_r8i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_r8ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_rg16,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_rg16_snorm,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_rg16f,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_rg16i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_rg16ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_rg32f,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_rg32i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_rg32ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_rg8,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_rg8_snorm,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_rg8i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_array_rg8ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_r11f_g11f_b10f,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_r16,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_r16_snorm,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_r16f,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_r16i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_r16ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_r32f,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_r32i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_r32ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_r8,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_r8_snorm,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_r8i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_r8ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_rg16,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_rg16_snorm,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_rg16f,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_rg16i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_rg16ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_rg32f,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_rg32i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_rg32ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_rg8,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_rg8_snorm,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_rg8i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_multisample_rg8ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_r11f_g11f_b10f,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_r16,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_r16_snorm,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_r16f,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_r16i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_r16ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_r32f,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_r32i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_r32ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_r8,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_r8_snorm,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_r8i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_r8ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_rg16,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_rg16_snorm,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_rg16f,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_rg16i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_rg16ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_rg32f,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_rg32i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_rg32ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_rg8,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_rg8_snorm,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_rg8i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_2d_rg8ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_r11f_g11f_b10f,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_r16,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_r16_snorm,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_r16f,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_r16i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_r16ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_r32f,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_r32i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_r32ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_r8,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_r8_snorm,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_r8i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_r8ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_rg16,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_rg16_snorm,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_rg16f,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_rg16i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_rg16ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_rg32f,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_rg32i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_rg32ui,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_rg8,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_rg8_snorm,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_rg8i,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess_texture_3d_rg8ui,Fail
