# piglit failures
spec@arb_texture_rg@texwrap formats-float bordercolor-swizzled@GL_R16F- swizzled- border color only,Fail
spec@arb_texture_rg@texwrap formats-float bordercolor-swizzled@GL_R32F- swizzled- border color only,Fail
spec@arb_texture_rg@texwrap formats-float bordercolor-swizzled@GL_RG16F- swizzled- border color only,Fail
spec@arb_texture_rg@texwrap formats-float bordercolor-swizzled@GL_RG32F- swizzled- border color only,Fail
spec@arb_texture_rg@texwrap formats-int bordercolor-swizzled,Fail
spec@arb_texture_rg@texwrap formats-int bordercolor-swizzled@GL_R16I- swizzled- border color only,Fail
spec@arb_texture_rg@texwrap formats-int bordercolor-swizzled@GL_R16UI- swizzled- border color only,Fail
spec@arb_texture_rg@texwrap formats-int bordercolor-swizzled@GL_R32I- swizzled- border color only,Fail
spec@arb_texture_rg@texwrap formats-int bordercolor-swizzled@GL_R32UI- swizzled- border color only,Fail
spec@arb_texture_rg@texwrap formats-int bordercolor-swizzled@GL_R8I- swizzled- border color only,Fail
spec@arb_texture_rg@texwrap formats-int bordercolor-swizzled@GL_R8UI- swizzled- border color only,Fail
spec@arb_texture_rg@texwrap formats-int bordercolor-swizzled@GL_RG16I- swizzled- border color only,Fail
spec@arb_texture_rg@texwrap formats-int bordercolor-swizzled@GL_RG16UI- swizzled- border color only,Fail
spec@arb_texture_rg@texwrap formats-int bordercolor-swizzled@GL_RG32I- swizzled- border color only,Fail
spec@arb_texture_rg@texwrap formats-int bordercolor-swizzled@GL_RG32UI- swizzled- border color only,Fail
spec@arb_texture_rg@texwrap formats-int bordercolor-swizzled@GL_RG8I- swizzled- border color only,Fail
spec@arb_texture_rg@texwrap formats-int bordercolor-swizzled@GL_RG8UI- swizzled- border color only,Fail
spec@arb_texture_rgb10_a2ui@texwrap formats bordercolor-swizzled,Fail
spec@arb_texture_rgb10_a2ui@texwrap formats bordercolor-swizzled@GL_RGB10_A2UI- swizzled- border color only,Fail
spec@ext_framebuffer_multisample@accuracy 8 stencil_draw small depthstencil,Fail
spec@ext_image_dma_buf_import@ext_image_dma_buf_import-sample_y210,Fail
spec@ext_image_dma_buf_import@ext_image_dma_buf_import-sample_y212,Fail
spec@ext_image_dma_buf_import@ext_image_dma_buf_import-sample_y216,Fail
spec@ext_packed_float@texwrap formats bordercolor-swizzled,Fail
spec@ext_packed_float@texwrap formats bordercolor-swizzled@GL_R11F_G11F_B10F- swizzled- border color only,Fail
spec@ext_texture_compression_rgtc@texwrap formats bordercolor-swizzled,Fail
spec@ext_texture_compression_rgtc@texwrap formats bordercolor-swizzled@GL_COMPRESSED_RED_RGTC1- swizzled- border color only,Fail
spec@ext_texture_compression_rgtc@texwrap formats bordercolor-swizzled@GL_COMPRESSED_RG_RGTC2- swizzled- border color only,Fail
spec@ext_texture_compression_rgtc@texwrap formats bordercolor-swizzled@GL_COMPRESSED_SIGNED_RED_RGTC1- swizzled- border color only,Fail
spec@ext_texture_compression_rgtc@texwrap formats bordercolor-swizzled@GL_COMPRESSED_SIGNED_RG_RGTC2- swizzled- border color only,Fail
spec@ext_texture_compression_s3tc@texwrap formats bordercolor-swizzled,Fail
spec@ext_texture_compression_s3tc@texwrap formats bordercolor-swizzled@GL_COMPRESSED_RGBA_S3TC_DXT1_EXT- swizzled- border color only,Fail
spec@ext_texture_compression_s3tc@texwrap formats bordercolor-swizzled@GL_COMPRESSED_RGBA_S3TC_DXT3_EXT- swizzled- border color only,Fail
spec@ext_texture_compression_s3tc@texwrap formats bordercolor-swizzled@GL_COMPRESSED_RGBA_S3TC_DXT5_EXT- swizzled- border color only,Fail
spec@ext_texture_compression_s3tc@texwrap formats bordercolor-swizzled@GL_COMPRESSED_RGB_S3TC_DXT1_EXT- swizzled- border color only,Fail
spec@ext_texture_integer@texwrap formats bordercolor-swizzled,Fail
spec@ext_texture_integer@texwrap formats bordercolor-swizzled@GL_RGB16I- swizzled- border color only,Fail
spec@ext_texture_integer@texwrap formats bordercolor-swizzled@GL_RGB16UI- swizzled- border color only,Fail
spec@ext_texture_integer@texwrap formats bordercolor-swizzled@GL_RGB32I- swizzled- border color only,Fail
spec@ext_texture_integer@texwrap formats bordercolor-swizzled@GL_RGB32UI- swizzled- border color only,Fail
spec@ext_texture_integer@texwrap formats bordercolor-swizzled@GL_RGB8I- swizzled- border color only,Fail
spec@ext_texture_integer@texwrap formats bordercolor-swizzled@GL_RGB8UI- swizzled- border color only,Fail
spec@ext_texture_integer@texwrap formats bordercolor-swizzled@GL_RGBA16I- swizzled- border color only,Fail
spec@ext_texture_integer@texwrap formats bordercolor-swizzled@GL_RGBA16UI- swizzled- border color only,Fail
spec@ext_texture_integer@texwrap formats bordercolor-swizzled@GL_RGBA32I- swizzled- border color only,Fail
spec@ext_texture_integer@texwrap formats bordercolor-swizzled@GL_RGBA32UI- swizzled- border color only,Fail
spec@ext_texture_integer@texwrap formats bordercolor-swizzled@GL_RGBA8I- swizzled- border color only,Fail
spec@ext_texture_integer@texwrap formats bordercolor-swizzled@GL_RGBA8UI- swizzled- border color only,Fail
spec@ext_texture_shared_exponent@texwrap formats bordercolor-swizzled,Fail
spec@ext_texture_shared_exponent@texwrap formats bordercolor-swizzled@GL_RGB9_E5- swizzled- border color only,Fail
spec@ext_texture_snorm@texwrap formats bordercolor-swizzled,Fail
spec@ext_texture_snorm@texwrap formats bordercolor-swizzled@GL_R16_SNORM- swizzled- border color only,Fail
spec@ext_texture_snorm@texwrap formats bordercolor-swizzled@GL_R8_SNORM- swizzled- border color only,Fail
spec@ext_texture_snorm@texwrap formats bordercolor-swizzled@GL_RG16_SNORM- swizzled- border color only,Fail
spec@ext_texture_snorm@texwrap formats bordercolor-swizzled@GL_RG8_SNORM- swizzled- border color only,Fail
spec@ext_texture_snorm@texwrap formats bordercolor-swizzled@GL_RGB16_SNORM- swizzled- border color only,Fail
spec@ext_texture_snorm@texwrap formats bordercolor-swizzled@GL_RGB8_SNORM- swizzled- border color only,Fail
spec@ext_texture_snorm@texwrap formats bordercolor-swizzled@GL_RGBA16_SNORM- swizzled- border color only,Fail
spec@ext_texture_snorm@texwrap formats bordercolor-swizzled@GL_RGBA8_SNORM- swizzled- border color only,Fail
spec@ext_texture_srgb@texwrap formats bordercolor-swizzled,Fail
spec@ext_texture_srgb@texwrap formats bordercolor-swizzled@GL_SRGB8- swizzled- border color only,Fail
spec@ext_texture_srgb@texwrap formats bordercolor-swizzled@GL_SRGB8_ALPHA8- swizzled- border color only,Fail
spec@ext_texture_srgb@texwrap formats-s3tc bordercolor-swizzled,Fail
spec@ext_texture_srgb@texwrap formats-s3tc bordercolor-swizzled@GL_COMPRESSED_SRGB- swizzled- border color only,Fail
spec@ext_texture_srgb@texwrap formats-s3tc bordercolor-swizzled@GL_COMPRESSED_SRGB_ALPHA- swizzled- border color only,Fail
spec@ext_texture_srgb@texwrap formats-s3tc bordercolor-swizzled@GL_COMPRESSED_SRGB_ALPHA_S3TC_DXT1_EXT- swizzled- border color only,Fail
spec@ext_texture_srgb@texwrap formats-s3tc bordercolor-swizzled@GL_COMPRESSED_SRGB_ALPHA_S3TC_DXT3_EXT- swizzled- border color only,Fail
spec@ext_texture_srgb@texwrap formats-s3tc bordercolor-swizzled@GL_COMPRESSED_SRGB_ALPHA_S3TC_DXT5_EXT- swizzled- border color only,Fail
spec@ext_texture_srgb@texwrap formats-s3tc bordercolor-swizzled@GL_COMPRESSED_SRGB_S3TC_DXT1_EXT- swizzled- border color only,Fail
spec@glsl-1.20@compiler@invalid-vec4-array-to-vec3-array-conversion.vert,Fail
spec@glsl-1.50@execution@geometry@tri-strip-ordering-with-prim-restart gl_triangle_strip_adjacency ffs,Fail
spec@glsl-1.50@execution@geometry@tri-strip-ordering-with-prim-restart gl_triangle_strip_adjacency other,Fail
spec@glsl-es-1.00@linker@glsl-mismatched-uniform-precision-unused,Fail
spec@glsl-es-3.00@execution@built-in-functions@fs-packhalf2x16,Fail
spec@glsl-es-3.00@execution@built-in-functions@vs-packhalf2x16,Fail
spec@khr_texture_compression_astc@miptree-gl srgb-fp,Fail
spec@khr_texture_compression_astc@miptree-gl srgb-fp@sRGB decode full precision,Fail
spec@khr_texture_compression_astc@miptree-gles srgb-fp,Fail
spec@khr_texture_compression_astc@miptree-gles srgb-fp@sRGB decode full precision,Fail
spec@khr_texture_compression_astc@sliced-3d-miptree-gl srgb-fp,Fail
spec@khr_texture_compression_astc@sliced-3d-miptree-gl srgb-fp@sRGB decode full precision,Fail
spec@khr_texture_compression_astc@sliced-3d-miptree-gles srgb-fp,Fail
spec@khr_texture_compression_astc@sliced-3d-miptree-gles srgb-fp@sRGB decode full precision,Fail
spec@oes_shader_io_blocks@compiler@layout-location-aliasing.vert,Fail

KHR-GL46.direct_state_access.framebuffers_texture_layer_attachment,Fail
KHR-GL46.es_31_compatibility.shader_image_load_store.basic-allFormats-store-fs,Fail
KHR-GL46.ext_texture_shadow_lod.texture.samplercubearrayshadow_bias_fragment,Fail
KHR-GL46.ext_texture_shadow_lod.texturelod.samplercubeshadow_fragment,Fail
KHR-GL46.packed_pixels.pbo_rectangle.r16i_format_red_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.r16ui_format_red_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.r32i_format_red_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.r32ui_format_red_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.r8i_format_red_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.r8ui_format_red_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rg16i_format_rg_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rg16ui_format_rg_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rg32i_format_rg_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rg32ui_format_rg_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rg8i_format_rg_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rg8ui_format_rg_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rgb10_a2ui_format_rgba_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rgb16i_format_rgb_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rgb16ui_format_rgb_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rgb32i_format_rgb_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rgb32ui_format_rgb_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rgb8i_format_rgb_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rgb8ui_format_rgb_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rgba16i_format_rgba_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rgba16ui_format_rgba_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rgba32i_format_rgba_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rgba32ui_format_rgba_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rgba8i_format_rgba_integer,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rgba8ui_format_rgba_integer,Fail
KHR-GL46.packed_pixels.rectangle.r16i_format_red_integer,Fail
KHR-GL46.packed_pixels.rectangle.r16ui_format_red_integer,Fail
KHR-GL46.packed_pixels.rectangle.r32i_format_red_integer,Fail
KHR-GL46.packed_pixels.rectangle.r32ui_format_red_integer,Fail
KHR-GL46.packed_pixels.rectangle.r8i_format_red_integer,Fail
KHR-GL46.packed_pixels.rectangle.r8ui_format_red_integer,Fail
KHR-GL46.packed_pixels.rectangle.rg16i_format_rg_integer,Fail
KHR-GL46.packed_pixels.rectangle.rg16ui_format_rg_integer,Fail
KHR-GL46.packed_pixels.rectangle.rg32i_format_rg_integer,Fail
KHR-GL46.packed_pixels.rectangle.rg32ui_format_rg_integer,Fail
KHR-GL46.packed_pixels.rectangle.rg8i_format_rg_integer,Fail
KHR-GL46.packed_pixels.rectangle.rg8ui_format_rg_integer,Fail
KHR-GL46.packed_pixels.rectangle.rgb10_a2ui_format_rgba_integer,Fail
KHR-GL46.packed_pixels.rectangle.rgb16i_format_rgb_integer,Fail
KHR-GL46.packed_pixels.rectangle.rgb16ui_format_rgb_integer,Fail
KHR-GL46.packed_pixels.rectangle.rgb32i_format_rgb_integer,Fail
KHR-GL46.packed_pixels.rectangle.rgb32ui_format_rgb_integer,Fail
KHR-GL46.packed_pixels.rectangle.rgb8i_format_rgb_integer,Fail
KHR-GL46.packed_pixels.rectangle.rgb8ui_format_rgb_integer,Fail
KHR-GL46.packed_pixels.rectangle.rgba16i_format_rgba_integer,Fail
KHR-GL46.packed_pixels.rectangle.rgba16ui_format_rgba_integer,Fail
KHR-GL46.packed_pixels.rectangle.rgba32i_format_rgba_integer,Fail
KHR-GL46.packed_pixels.rectangle.rgba32ui_format_rgba_integer,Fail
KHR-GL46.packed_pixels.rectangle.rgba8i_format_rgba_integer,Fail
KHR-GL46.packed_pixels.rectangle.rgba8ui_format_rgba_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.r16i_format_red_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.r16ui_format_red_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.r32i_format_red_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.r32ui_format_red_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.r8i_format_red_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.r8ui_format_red_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.rg16i_format_rg_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.rg16ui_format_rg_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.rg32i_format_rg_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.rg32ui_format_rg_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.rg8i_format_rg_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.rg8ui_format_rg_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.rgb10_a2ui_format_rgba_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.rgb16i_format_rgb_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.rgb16ui_format_rgb_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.rgb32i_format_rgb_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.rgb32ui_format_rgb_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.rgb8i_format_rgb_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.rgb8ui_format_rgb_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.rgba16i_format_rgba_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.rgba16ui_format_rgba_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.rgba32i_format_rgba_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.rgba32ui_format_rgba_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.rgba8i_format_rgba_integer,Fail
KHR-GL46.packed_pixels.varied_rectangle.rgba8ui_format_rgba_integer,Fail
KHR-GL46.texture_cube_map_array.sampling,Fail
KHR-GL46.texture_query_lod.sampler1D_test,Fail
KHR-GL46.texture_query_lod.sampler2D_test,Fail
KHR-GL46.texture_query_lod.sampler3D_test,Fail

KHR-GLES31.core.texture_cube_map_array.sampling,Fail
KHR-GLES32.core.ext_texture_shadow_lod.texture.samplercubearrayshadow_bias_fragment,Fail
KHR-GLES32.core.ext_texture_shadow_lod.texturelod.samplercubeshadow_fragment,Fail
KHR-GLES32.core.ext_texture_shadow_lod.texturelod.samplercubeshadow_vertex,Fail
KHR-GLES32.core.texture_cube_map_array.sampling,Fail

dEQP-GLES3.functional.shaders.texture_functions.texture.samplercubeshadow_bias_fragment,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.linear_mipmap_linear.equal_depth_component16,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.linear_mipmap_linear.greater_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.linear_mipmap_linear.greater_depth_component16,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.linear_mipmap_linear.greater_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.linear_mipmap_linear.greater_or_equal_depth_component16,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.linear_mipmap_linear.greater_or_equal_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.linear_mipmap_linear.less_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.linear_mipmap_linear.less_or_equal_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.linear_mipmap_linear.less_or_equal_depth_component16,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.linear_mipmap_linear.not_equal_depth_component16,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.linear_mipmap_nearest.equal_depth_component16,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.linear_mipmap_nearest.greater_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.linear_mipmap_nearest.greater_or_equal_depth_component16,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.linear_mipmap_nearest.less_depth_component16,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.linear_mipmap_nearest.less_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.linear_mipmap_nearest.not_equal_depth_component16,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.nearest_mipmap_nearest.equal_depth_component16,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.nearest_mipmap_nearest.greater_or_equal_depth_component16,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.nearest_mipmap_nearest.less_depth_component16,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.nearest_mipmap_nearest.less_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.nearest_mipmap_nearest.less_or_equal_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.2d_array.nearest_mipmap_nearest.not_equal_depth_component16,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear.equal_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear.equal_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear.greater_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear.greater_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear.greater_or_equal_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear.greater_or_equal_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear.less_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear.less_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear.less_or_equal_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear.less_or_equal_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear.not_equal_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear.not_equal_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_linear.equal_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_linear.equal_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_linear.greater_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_linear.greater_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_linear.greater_or_equal_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_linear.greater_or_equal_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_linear.less_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_linear.less_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_linear.less_or_equal_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_linear.less_or_equal_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_linear.not_equal_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_linear.not_equal_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_nearest.equal_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_nearest.equal_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_nearest.greater_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_nearest.greater_or_equal_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_nearest.greater_or_equal_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_nearest.less_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_nearest.less_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_nearest.less_or_equal_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_nearest.less_or_equal_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_nearest.not_equal_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.linear_mipmap_nearest.not_equal_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.nearest.equal_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.nearest.equal_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.nearest.greater_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.nearest.greater_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.nearest.greater_or_equal_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.nearest.greater_or_equal_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.nearest.less_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.nearest.less_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.nearest.less_or_equal_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.nearest.less_or_equal_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.nearest.not_equal_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.nearest.not_equal_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.nearest_mipmap_linear.equal_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.nearest_mipmap_linear.equal_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.nearest_mipmap_linear.greater_depth_component32f,Fail
dEQP-GLES3.functional.texture.shadow.cube.nearest_mipmap_linear.greater_or_equal_depth24_stencil8,Fail
dEQP-GLES3.functional.texture.shadow.cube.nearest_mipmap_linear.greater_or_equal_depth_component32f,Fail
